0;0.000432173;0.000404311;0.000518459;0.0001;0.0001;0.000463752;0.000393274;0.000458169;0.000507239;0.0001;0.0001;0.0001;0.000335565;0.0001;0.000233376;0.0001;0.000523366;0.0001;0.000487612;
0.0001;0;0.000453635;0.000506255;0.000433319;0.0001;0.000523144;0.000465222;0.000260596;0.000461786;0.0001;0.000497851;0.0001;0.000507886;0.000491555;0.000453614;0.0001;0.000223148;0.000468804;0.000466102;
0.0001;0.000466222;0;0.000484914;0.000508817;0.000479549;0.000451238;0.000530858;0.000453683;0.000469683;0.00049799;0.000518803;0.0001;0.000455044;0.000450103;0.000518149;0.000516034;0.000433481;0.0001;0.000467866;
0.0001;0.000320788;0.0001;0;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.000482717;0.0001;0.000537903;0.0001;0.0001;0.0001;0.0001;0.000428254;0.0001;0.000371013;
0.0001;0.000453956;0.000530233;0.000234044;0;0.000388124;0.000439018;0.000490725;0.000371806;0.000237074;0.00025154;0.000500128;0.0001;0.0001;0.000422615;0.000511983;0.000444159;0.0001;0.0001;0.000498361;
0.000312984;0.000487733;0.000452079;0.000521497;0.00044967;0;0.000493873;0.000532629;0.000449192;0.000487775;0.0001;0.000475602;0.0001;0.00053555;0.000516004;0.000454934;0.0001;0.000450787;0.0001;0.000447663;
0.0001;0.00049634;0.000431224;0.000505457;0.000429175;0.000511528;0;0.000514788;0.000521236;0.000456367;0.000449;0.000444653;0.0001;0.000477481;0.000490333;0.00041409;0.0001;0.000441639;0.0001;0.000430114;
0.0001;0.000480076;0.000486084;0.000507095;0.000434604;0.000528308;0.000447532;0;0.000488208;0.000479604;0.0001;0.000528826;0.0001;0.000479594;0.000463002;0.000416635;0.0001;0.000430328;0.000257081;0.000433637;
0.0001;0.0001;0.000239731;0.000353982;0.0001;0.000525729;0.000494756;0.000518055;0;0.000420791;0.0001;0.000258062;0.0001;0.0001;0.000486389;0.00023204;0.0001;0.000314585;0.0001;0.00041545;
0.000523366;0.000443874;0.000437433;0.000530054;0.000416677;0.000468429;0.000453523;0.000450078;0.000521711;0;0.000373569;0.00042647;0.000469897;0.000481889;0.000486557;0.000463184;0.0001;0.000498185;0.0001;0.000512124;
0.000234219;0.000471327;0.000507936;0.00049799;0.000480611;0.000464643;0.000509268;0.000504559;0.000483784;0.000539699;0;0.000492532;0.0001;0.000494401;0.000526425;0.00027688;0.0001;0.000478693;0.000533514;0.000484778;
0.0001;0.0001;0.000520996;0.000267104;0.000517645;0.0001;0.000499049;0.000480598;0.0001;0.000251351;0.0001;0;0.0001;0.000424733;0.000246469;0.000303174;0.000531029;0.0001;0.0001;0.000234348;
0.000220372;0.0001;0.0001;0.000482717;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.000533514;0.0001;0;0.0001;0.0001;0.000395203;0.0001;0.000471411;0.000522172;0.0001;
0.000240181;0.000532471;0.0001;0.0001;0.0001;0.000481276;0.000259691;0.000442368;0.0001;0.0001;0.0001;0.0001;0.0001;0;0.0001;0.0001;0.0001;0.0001;0.000251883;0.0001;
0.0001;0.000520023;0.00043714;0.000513936;0.000431341;0.000519634;0.000471657;0.000519171;0.000542399;0.000505744;0.0001;0.000459451;0.0001;0.000527476;0;0.00049639;0.0001;0.000460805;0.000488777;0.000477759;
0.0001;0.00044942;0.000504613;0.000498003;0.000476742;0.000455686;0.00044426;0.000493287;0.000474179;0.00045559;0.0001;0.000528771;0.0001;0.000497581;0.00047941;0;0.000501893;0.000485593;0.0001;0.000514014;
0.0001;0.0001;0.000495705;0.000251332;0.000530144;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.00044479;0.0001;0.0001;0.0001;0.0001;0;0.0001;0.0001;0.000243985;
0.000519562;0.0001;0.000429408;0.0001;0.0001;0.0001;0.000387353;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.000238829;0.0001;0.0001;0;0.0001;0.000523366;
0.000235614;0.00049412;0.000463806;0.0001;0.0001;0.000516526;0.000505695;0.000485804;0.00049716;0.000495551;0.000529266;0.000436693;0.000482717;0.000472843;0.000523139;0.000269871;0.0001;0.000478616;0;0.000493096;
0.0001;0.000431924;0.000468875;0.00051153;0.000443169;0.000453243;0.000440339;0.000445555;0.00043871;0.000491118;0.000422199;0.00047456;0.0001;0.000439604;0.000450337;0.000521856;0.0001;0.000546375;0.000252545;0;
